,policy_id,customer_education,incident_type_breakin,num_injuries,vehicle_claim,driver_relationship_self,driver_relationship_na,authorities_contacted_none,policy_state_nv,auto_year,num_vehicles_involved,policy_annual_premium,customer_gender_male,policy_deductable,policy_liability,driver_relationship_other,collision_type_rear,incident_type_theft,incident_month,num_insurers_past_5_years,police_report_available,authorities_contacted_police,incident_severity,num_claims_past_year,collision_type_na,num_witnesses,collision_type_side,months_as_customer,customer_gender_female,policy_state_az,incident_day,policy_state_id,policy_state_or,injury_claim,customer_age,collision_type_front,authorities_contacted_fire,incident_type_collision,driver_relationship_child,fraud,incident_dow,authorities_contacted_ambulance,policy_state_ca,total_claim_amount,policy_state_wa,incident_hour,driver_relationship_spouse
711,2051,3,0,0,13000.0,1,0,1,0,2020,1,3000,1,750,1,0,0,0,10,1,0,0,0,0,0,0,1,82,0,1,22,0,0,0.0,61,0,0,1,0,0,1,0,0,13000.0,0,8,0
712,383,4,0,0,8500.0,1,0,0,0,2019,3,2800,1,750,1,0,0,0,3,3,1,1,1,0,0,3,0,4,0,0,4,0,0,0.0,42,1,0,1,0,0,0,0,1,8500.0,0,11,0
713,3683,4,0,0,6000.0,1,0,1,0,2012,2,3000,1,750,0,0,0,0,6,1,0,0,0,0,0,2,0,183,0,0,18,0,0,0.0,45,1,0,1,0,0,1,0,1,6000.0,0,21,0
714,388,4,0,2,14000.0,1,0,0,0,2011,2,2750,1,750,0,0,0,0,7,1,0,1,1,0,0,2,0,113,0,0,18,0,0,6500.0,34,1,0,1,0,0,3,0,1,20500.0,0,10,0
715,3685,1,0,0,1000.0,1,0,1,0,2014,1,3000,1,750,1,0,0,0,5,1,0,0,0,0,0,0,0,72,0,0,8,0,0,0.0,25,1,0,1,0,0,2,0,1,1000.0,0,2,0
716,3686,1,0,0,14000.0,1,0,0,0,2018,4,3000,1,750,1,0,1,0,10,1,1,1,1,0,0,4,0,3,0,0,22,0,0,0.0,33,0,0,1,0,0,1,0,1,14000.0,0,13,0
717,3698,3,0,0,13000.0,1,0,0,0,2016,2,3000,0,750,1,0,1,0,9,1,1,1,1,0,0,1,0,322,1,1,10,0,0,0.0,68,0,0,1,0,0,1,0,0,13000.0,0,9,0
718,3708,2,0,0,14000.0,1,0,0,0,2017,3,2900,0,750,0,0,0,0,11,1,1,1,1,0,0,2,1,70,1,0,4,0,0,0.0,57,0,0,1,0,0,0,0,1,14000.0,0,12,0
719,2073,2,0,1,36000.0,1,0,0,0,2018,3,3000,1,750,2,0,1,0,4,1,1,1,2,0,0,2,0,57,0,0,17,0,0,30000.0,24,0,0,1,0,0,2,0,0,66000.0,1,19,0
720,3728,3,0,0,14000.0,1,0,1,0,2017,2,3000,1,750,1,0,0,0,8,1,0,0,0,0,0,0,0,92,0,0,22,0,0,0.0,63,1,0,1,0,0,3,0,0,14000.0,1,11,0
721,416,3,0,0,12500.0,0,0,0,0,2013,3,3000,1,750,0,0,1,0,2,1,1,1,0,0,0,3,0,73,0,1,26,0,0,0.0,25,0,0,1,0,0,1,0,0,12500.0,0,14,1
722,2105,3,0,0,14000.0,0,1,0,0,2014,1,3000,0,750,3,0,0,1,7,1,0,1,1,0,1,0,0,60,1,1,4,0,0,0.0,62,0,0,0,0,0,3,0,0,14000.0,0,23,0
723,436,2,0,1,20000.0,0,0,0,0,2019,2,3000,1,750,3,0,0,0,4,3,1,1,1,0,0,0,1,42,0,0,6,0,0,7000.0,27,0,0,1,0,0,5,0,1,27000.0,0,8,1
724,2120,2,0,0,9500.0,1,0,1,0,2017,2,3000,1,750,1,0,1,0,10,1,0,0,0,0,0,0,0,190,0,0,20,0,0,0.0,61,0,0,1,0,0,6,0,1,9500.0,0,14,0
725,3746,1,0,1,34500.0,1,0,0,0,2016,3,3000,0,750,0,0,0,0,12,1,1,1,2,0,0,2,0,208,1,0,2,0,0,9000.0,71,1,0,1,0,0,0,0,1,43500.0,0,15,0
726,447,1,0,0,21500.0,1,0,0,0,2016,2,2900,1,750,0,0,0,0,11,1,0,1,1,0,0,0,0,314,0,0,7,0,0,0.0,46,1,0,1,0,0,3,0,1,21500.0,0,19,0
727,2142,4,0,0,14000.0,1,0,0,0,2018,2,3000,1,750,0,0,0,0,10,4,1,1,1,0,0,1,0,10,0,0,12,0,0,0.0,54,1,0,1,0,0,5,0,1,14000.0,0,12,0
728,3766,4,0,1,26500.0,1,0,0,0,2014,2,3000,0,750,0,0,0,0,8,1,0,1,2,0,0,0,1,119,1,0,29,0,0,12500.0,58,0,0,1,0,0,3,0,1,39000.0,0,7,0
729,3769,3,0,1,13500.0,1,0,0,0,2013,2,3000,1,750,1,0,0,0,5,1,1,1,1,0,0,0,0,193,0,0,22,0,1,25000.0,46,1,0,1,0,0,2,0,0,38500.0,0,14,0
730,2151,1,0,0,4500.0,1,0,1,1,2020,2,3000,1,750,1,0,0,0,4,1,0,0,0,0,0,3,0,145,0,0,24,0,0,0.0,48,1,0,1,0,0,2,0,0,4500.0,0,9,0
731,3777,3,0,0,8500.0,1,0,1,0,2015,1,2600,0,750,0,0,0,0,2,1,0,0,0,0,0,0,0,131,1,0,1,0,0,0.0,50,1,0,1,0,0,4,0,1,8500.0,0,7,0
732,2159,3,0,1,41000.0,1,0,0,0,2019,3,3000,0,750,0,0,0,0,11,1,1,1,2,0,0,1,0,93,1,0,30,0,0,15000.0,53,1,0,1,0,0,5,0,1,56000.0,0,16,0
733,3784,1,1,0,14500.0,0,1,0,0,2017,1,3000,1,850,3,0,0,0,9,4,0,1,0,0,1,1,0,9,0,1,4,0,0,0.0,21,0,0,0,0,0,2,0,0,14500.0,0,15,0
734,3788,3,0,1,20000.0,1,0,0,0,2016,2,3000,0,750,0,0,1,0,6,1,0,1,1,0,0,0,0,202,1,0,28,0,0,11500.0,52,0,0,1,0,0,4,0,1,31500.0,0,12,0
735,495,1,0,0,17000.0,1,0,1,0,2020,2,3000,1,750,0,0,1,0,2,1,0,0,0,0,0,1,0,213,0,1,7,0,0,0.0,49,0,0,1,0,0,3,0,0,17000.0,0,18,0
736,3811,3,0,0,12000.0,1,0,0,0,2015,2,2500,0,900,1,0,0,0,1,1,0,1,1,0,0,1,0,78,1,0,30,0,0,0.0,61,1,0,1,0,0,2,0,1,12000.0,0,18,0
737,3816,1,0,0,10000.0,1,0,0,0,2017,2,3000,1,750,2,0,0,0,10,1,1,1,0,0,0,3,0,52,0,0,1,0,1,0.0,52,1,0,1,0,0,1,0,0,10000.0,0,14,0
738,2184,3,0,0,17500.0,0,1,0,1,2015,1,2900,1,750,2,0,0,1,8,1,0,1,1,0,1,0,0,90,0,0,21,0,0,0.0,25,0,0,0,0,0,2,0,0,17500.0,0,9,0
739,513,1,0,0,28000.0,1,0,0,0,2019,2,3000,0,750,3,0,1,0,6,3,1,1,1,0,0,2,0,32,1,0,12,0,0,0.0,39,0,0,1,0,0,2,0,1,28000.0,0,15,0
740,2192,3,0,0,35000.0,0,0,0,0,2018,2,3000,1,750,0,1,1,0,11,1,0,0,2,1,0,2,0,116,0,0,10,0,0,0.0,45,0,0,1,0,0,6,1,1,35000.0,0,2,0
741,522,3,0,0,18000.0,0,1,0,0,2020,1,2850,1,750,1,0,0,1,6,2,0,1,1,0,1,0,0,55,0,0,29,0,0,0.0,29,0,0,0,0,0,5,0,0,18000.0,1,5,0
742,2207,3,0,0,11000.0,1,0,0,0,2015,4,3000,1,750,1,0,1,0,12,2,1,1,0,0,0,3,0,2,0,0,24,0,0,0.0,28,0,0,1,0,0,1,0,1,11000.0,0,1,0
743,2213,3,0,0,25500.0,1,0,0,1,2019,2,2800,0,750,1,0,0,0,3,1,1,1,1,0,0,2,0,80,1,0,18,0,0,0.0,61,1,0,1,0,0,0,0,0,25500.0,0,17,0
744,539,3,1,0,14500.0,0,1,0,1,2020,1,3000,0,750,1,0,0,0,8,3,1,1,0,0,1,0,0,25,1,0,19,0,0,0.0,41,0,0,0,0,1,0,0,0,14500.0,0,10,0
745,541,4,0,0,39500.0,1,0,0,0,2018,2,2900,1,750,0,0,0,0,4,1,1,1,2,0,0,2,1,120,0,1,8,0,0,0.0,66,0,0,1,0,0,0,0,0,39500.0,0,23,0
746,2218,4,0,0,6000.0,0,0,0,0,2014,3,2450,1,750,1,1,0,0,8,1,1,1,0,0,0,4,1,86,0,0,13,0,0,0.0,56,0,0,1,0,0,1,0,1,6000.0,0,12,0
747,542,3,0,4,22500.0,1,0,0,0,2016,5,3000,1,750,0,0,0,0,10,1,1,1,1,0,0,3,1,125,0,0,10,0,0,30000.0,75,0,0,1,0,0,3,0,1,52500.0,0,1,0
748,549,1,0,0,13000.0,0,0,1,0,2019,2,3000,1,750,3,0,0,0,2,2,0,0,0,0,0,2,0,3,0,0,24,1,0,0.0,18,1,0,1,0,0,6,0,0,13000.0,0,16,1
749,564,1,0,2,29000.0,1,0,0,0,2016,2,2700,1,750,0,0,0,0,5,1,0,1,2,0,0,0,1,90,0,0,25,0,0,3500.0,41,0,0,1,0,0,5,0,1,32500.0,0,11,0
750,2240,3,0,0,7500.0,1,0,1,0,2013,2,3000,1,750,1,0,0,0,9,1,0,0,0,0,0,1,1,228,0,0,20,0,0,0.0,52,0,0,1,0,0,4,0,0,7500.0,1,11,0
751,568,3,0,0,10000.0,0,1,0,0,2013,1,2500,1,750,0,0,0,1,3,1,0,1,1,0,1,0,0,82,0,1,17,0,0,0.0,33,0,0,0,0,0,6,0,0,10000.0,0,5,0
752,3868,1,0,1,19000.0,0,0,0,0,2017,2,2900,1,750,0,1,0,0,7,1,1,1,1,0,0,3,1,73,0,0,21,0,0,15000.0,57,0,0,1,0,0,6,0,1,34000.0,0,11,0
753,3873,3,0,0,18000.0,0,0,0,0,2013,2,3000,0,750,0,0,0,0,3,1,1,1,1,0,0,1,0,71,1,1,1,0,0,0.0,33,1,0,1,0,0,4,0,0,18000.0,0,2,1
754,2251,3,0,0,3500.0,1,0,0,0,2010,2,2500,1,750,2,0,0,0,9,1,1,1,0,0,0,1,0,144,0,0,26,0,0,0.0,48,1,0,1,0,0,3,0,1,3500.0,0,15,0
755,2257,3,0,1,23000.0,1,0,0,0,2013,3,3000,1,750,0,0,0,0,2,4,1,1,2,1,0,1,1,30,0,1,26,0,0,15000.0,31,0,0,1,0,0,1,0,0,38000.0,0,11,0
756,582,3,0,1,19000.0,1,0,0,0,2018,2,2800,0,750,0,0,1,0,4,1,0,1,1,0,0,1,0,19,1,1,1,0,0,8000.0,21,0,0,1,0,0,0,0,0,27000.0,0,16,0
757,2260,4,0,0,9500.0,0,0,1,0,2014,2,3000,0,750,1,0,1,0,7,5,0,0,0,0,0,0,0,23,1,0,25,0,0,0.0,37,0,0,1,0,0,3,0,0,9500.0,1,1,1
758,585,3,0,0,7500.0,0,1,0,0,2010,1,3000,1,750,0,0,0,1,9,1,0,1,1,0,1,0,0,28,0,0,2,0,0,0.0,20,0,0,0,0,0,0,0,1,7500.0,0,20,0
759,2262,3,0,0,10500.0,0,0,0,0,2016,2,3000,1,750,0,0,0,0,12,1,1,1,1,0,0,2,1,148,0,0,14,0,0,0.0,62,0,0,1,0,0,5,0,1,10500.0,0,14,1
760,588,1,0,0,8500.0,1,0,0,0,2014,3,3000,1,750,0,0,0,0,11,5,1,1,0,0,0,1,0,8,0,0,12,0,0,0.0,37,1,0,1,0,0,1,0,1,8500.0,0,7,0
761,3887,3,0,0,15500.0,1,0,0,0,2017,3,3000,1,750,0,0,1,0,10,4,1,1,1,0,0,2,0,32,0,0,29,0,0,0.0,48,0,0,1,0,0,1,0,1,15500.0,0,10,0
762,3901,4,0,0,13000.0,0,0,0,0,2020,3,3000,1,750,1,0,0,0,9,2,1,1,0,0,0,1,0,4,0,1,16,0,0,0.0,47,1,0,1,0,0,0,0,0,13000.0,0,18,1
763,603,3,1,0,13000.0,0,1,0,1,2020,1,3000,0,750,2,0,0,0,3,5,0,1,0,0,1,0,0,11,1,0,28,0,0,0.0,30,0,0,0,0,1,3,0,0,13000.0,0,5,0
764,3906,3,0,1,31000.0,1,0,0,0,2015,3,3000,1,750,2,0,0,0,10,1,1,1,2,3,0,1,1,112,0,0,21,0,0,30000.0,40,0,0,1,0,0,0,0,1,61000.0,0,19,0
765,3911,2,0,0,21500.0,1,0,0,0,2020,1,3000,1,750,0,0,1,0,1,2,0,1,1,0,0,0,0,55,0,0,25,0,0,0.0,37,0,0,1,0,0,4,0,1,21500.0,0,7,0
766,2288,3,0,0,7000.0,1,0,1,0,2010,2,3000,0,750,0,0,0,0,7,1,0,0,0,0,0,1,0,34,1,0,20,0,0,0.0,46,1,0,1,0,0,5,0,1,7000.0,0,23,0
767,3913,3,0,1,12000.0,1,0,0,0,2015,3,3000,1,750,2,0,0,0,2,1,1,1,1,0,0,1,1,146,0,0,9,0,1,10500.0,58,0,0,1,0,0,5,0,0,22500.0,0,20,0
768,619,3,0,0,20500.0,1,0,0,0,2017,2,2950,1,750,3,0,0,0,2,1,1,1,1,0,0,1,0,126,0,0,1,0,0,0.0,40,1,0,1,0,0,4,0,1,20500.0,0,4,0
769,643,3,0,1,30000.0,1,0,0,0,2015,3,3000,1,750,3,0,0,0,8,5,1,1,2,0,0,1,1,8,0,0,12,0,0,24000.0,25,0,0,1,0,0,0,0,1,54000.0,0,18,0
770,650,3,0,1,35500.0,1,0,0,0,2016,2,3000,1,750,1,0,0,0,11,1,0,0,2,0,0,0,0,133,0,0,29,0,0,25000.0,42,1,1,1,0,0,4,0,1,60500.0,0,9,0
771,655,4,1,0,14000.0,0,1,0,0,2018,1,3000,1,750,2,0,0,0,5,1,0,1,0,0,1,0,0,190,0,0,19,0,0,0.0,58,0,0,0,0,0,6,0,1,14000.0,0,17,0
772,3937,3,0,0,4000.0,1,0,0,0,2003,2,3000,1,750,1,0,0,0,5,5,0,1,1,0,0,0,1,22,0,1,2,0,0,0.0,20,0,0,1,0,0,3,0,0,4000.0,0,15,0
773,2342,4,0,0,18000.0,1,0,1,0,2018,2,3000,1,750,1,0,0,0,3,1,0,0,0,1,0,0,0,40,0,0,24,0,0,0.0,52,1,0,1,0,0,6,0,0,18000.0,1,3,0
774,2350,3,0,0,22000.0,1,0,0,0,2016,2,3000,0,750,1,0,0,0,8,1,0,1,1,0,0,1,0,255,1,0,28,0,0,0.0,40,1,0,1,0,0,2,0,1,22000.0,0,7,0
775,3954,3,0,3,38500.0,1,0,0,0,2019,3,2650,1,750,0,0,0,0,4,2,1,1,2,0,0,3,0,55,0,0,29,0,0,5500.0,74,1,0,1,0,0,0,0,1,44000.0,0,13,0
776,690,3,0,0,16500.0,1,0,1,0,2016,2,3000,0,750,0,0,0,0,7,1,0,0,0,0,0,2,0,334,1,1,24,0,0,0.0,69,1,0,1,0,0,2,0,0,16500.0,0,16,0
777,2363,3,0,0,11000.0,1,0,1,0,2019,2,3000,0,750,2,0,1,0,3,1,0,0,0,0,0,0,0,42,1,0,6,0,0,0.0,31,0,0,1,0,0,2,0,1,11000.0,0,10,0
778,3965,3,0,0,7000.0,1,0,1,0,2018,1,3000,1,750,0,0,1,0,1,2,0,0,0,0,0,0,0,45,0,0,28,0,0,0.0,23,0,0,1,0,0,0,0,1,7000.0,0,15,0
779,3969,3,0,0,13500.0,1,0,1,0,2019,2,3000,1,750,3,0,0,0,9,1,0,0,0,0,0,0,1,119,0,0,6,0,0,0.0,66,0,0,1,0,0,4,0,1,13500.0,0,10,0
780,3971,3,0,0,13000.0,1,0,0,0,2018,3,3000,1,750,0,0,0,0,3,1,1,1,1,0,0,1,1,87,0,0,11,0,0,0.0,49,0,0,1,0,0,0,0,1,13000.0,0,15,0
781,3981,3,0,0,15000.0,1,0,1,1,2020,2,2650,1,750,1,0,0,0,11,2,0,0,0,0,0,0,0,5,0,0,6,0,0,0.0,42,1,0,1,0,0,2,0,0,15000.0,0,8,0
782,3986,3,0,0,10000.0,0,0,1,0,2020,1,3000,1,750,1,0,0,0,7,1,0,0,0,0,0,0,0,65,0,0,19,0,0,0.0,40,1,0,1,0,0,4,0,1,10000.0,0,19,1
783,2383,3,0,0,24000.0,1,0,0,0,2018,2,3000,1,750,3,0,0,0,8,1,1,1,1,0,0,0,0,157,0,1,2,0,0,0.0,34,1,0,1,0,0,4,0,0,24000.0,0,5,0
784,715,4,0,0,30000.0,0,0,0,0,2015,3,2800,1,750,0,0,0,0,11,3,1,1,2,0,0,1,1,20,0,0,5,0,0,0.0,24,0,0,1,1,0,1,0,1,30000.0,0,13,0
785,2399,1,0,0,9500.0,1,0,1,0,2016,2,3000,1,750,2,0,0,0,12,1,0,0,0,0,0,3,1,120,0,0,20,0,0,0.0,51,0,0,1,0,0,4,0,1,9500.0,0,14,0
786,726,4,0,4,47000.0,1,0,0,0,2019,3,3000,1,750,2,0,0,0,12,1,1,1,2,0,0,3,0,155,0,1,6,0,0,17500.0,33,1,0,1,0,0,4,0,0,64500.0,0,1,0
787,4035,3,0,3,28500.0,1,0,0,0,2016,3,3000,1,750,1,0,0,0,4,1,1,1,2,0,0,4,0,72,0,0,22,0,0,50000.0,66,1,0,1,0,0,0,0,1,78500.0,0,14,0
788,731,4,0,0,14000.0,1,0,1,0,2019,2,3000,1,750,1,0,0,0,11,1,0,0,0,0,0,1,0,155,0,0,3,0,0,0.0,72,1,0,1,0,0,6,0,1,14000.0,0,12,0
789,4039,1,0,0,18000.0,1,0,0,0,2019,2,2900,1,750,0,0,0,0,10,3,0,1,1,0,0,0,0,12,0,0,22,0,0,0.0,33,1,0,1,0,0,1,0,1,18000.0,0,15,0
790,738,3,0,0,10000.0,0,1,0,0,2011,1,2850,1,750,1,0,0,1,10,1,0,1,1,0,1,0,0,233,0,0,18,0,0,0.0,75,0,0,0,0,0,4,0,1,10000.0,0,14,0
791,2415,4,0,0,10000.0,0,0,0,0,2013,3,3000,1,750,3,0,0,0,11,1,1,1,0,0,0,1,0,268,0,0,21,1,0,0.0,43,1,0,1,1,0,3,0,0,10000.0,0,14,0
792,2429,1,0,1,15500.0,0,0,0,0,2016,2,3000,1,750,1,0,0,0,9,3,0,1,1,6,0,0,0,12,0,1,3,0,0,8500.0,21,1,0,1,1,0,1,0,0,24000.0,0,4,0
793,4064,3,0,0,16000.0,1,0,0,0,2019,2,3000,1,750,3,0,1,0,3,3,0,0,1,0,0,0,0,27,0,0,4,0,0,0.0,24,0,0,1,0,0,0,1,1,16000.0,0,13,0
794,759,3,0,0,29000.0,0,0,0,0,2018,1,2700,1,750,1,0,1,0,8,2,0,1,1,0,0,0,0,7,0,0,7,0,0,0.0,66,0,0,1,1,0,2,0,0,29000.0,1,11,0
795,2436,1,1,0,10000.0,0,1,0,0,2013,1,3000,1,750,1,0,0,0,10,1,0,1,0,1,1,0,0,77,0,0,24,0,0,0.0,33,0,0,0,0,0,3,0,1,10000.0,0,15,0
796,4073,1,0,0,21500.0,0,1,0,0,2018,1,3000,1,750,1,0,0,1,7,1,0,1,1,0,1,0,0,256,0,0,2,0,0,0.0,41,0,0,0,0,0,1,0,0,21500.0,1,12,0
797,4083,2,1,0,10000.0,0,1,0,0,2016,1,3000,1,750,0,0,0,0,9,1,0,1,0,0,1,0,0,105,0,0,14,0,0,0.0,73,0,0,0,0,0,5,0,1,10000.0,0,13,0
798,4085,1,0,0,30500.0,1,0,0,0,2016,2,2550,1,750,1,0,0,0,11,1,0,0,2,0,0,0,1,94,0,0,28,0,0,0.0,59,0,1,1,0,0,3,0,0,30500.0,1,13,0
799,2458,3,0,0,22500.0,0,1,0,0,2018,1,3000,0,750,3,0,0,1,4,2,0,1,1,1,1,0,0,35,1,0,10,0,0,0.0,32,0,0,0,0,0,2,0,1,22500.0,0,15,0
800,790,4,0,0,34500.0,1,0,0,1,2020,3,3000,1,750,1,0,0,0,8,3,1,1,2,0,0,1,1,21,0,0,27,0,0,0.0,30,0,0,1,0,0,1,0,0,34500.0,0,12,0
801,4121,3,0,0,10000.0,1,0,1,0,2016,1,2650,1,750,0,0,0,0,10,1,0,0,0,0,0,0,1,80,0,0,14,0,0,0.0,54,0,0,1,0,0,0,0,1,10000.0,0,7,0
802,4122,1,0,0,28500.0,0,1,0,0,2020,1,2750,1,750,2,0,0,1,11,1,0,1,1,0,1,0,0,192,0,0,8,0,0,0.0,55,0,0,0,0,0,4,0,1,28500.0,0,14,0
803,4126,3,0,0,25000.0,0,1,0,0,2018,1,3000,1,750,2,0,0,1,4,1,0,1,1,0,1,0,0,147,0,0,24,0,0,0.0,63,0,0,0,0,0,2,0,0,25000.0,1,7,0
804,4132,3,0,0,32000.0,0,0,0,0,2016,2,3000,0,750,2,0,0,0,1,1,0,1,2,0,0,2,0,118,1,0,10,0,0,0.0,42,1,0,1,0,0,3,0,0,32000.0,1,3,1
805,4133,4,0,1,38000.0,1,0,0,0,2018,2,3000,1,750,0,0,1,0,10,1,0,0,2,0,0,1,0,127,0,0,18,0,0,15000.0,48,0,0,1,0,0,4,1,1,53000.0,0,11,0
806,2486,4,0,0,23000.0,0,0,0,0,2015,2,2500,1,750,0,1,1,0,3,1,1,1,1,0,0,0,0,201,0,0,4,0,0,0.0,69,0,0,1,0,0,0,0,1,23000.0,0,15,0
807,815,1,0,1,22500.0,1,0,0,0,2019,2,3000,0,750,0,0,0,0,7,1,0,1,1,0,0,1,0,152,1,0,7,0,0,11500.0,42,1,0,1,0,0,6,0,1,34000.0,0,7,0
808,826,4,0,0,23500.0,1,0,1,0,2020,2,3000,1,750,0,0,0,0,12,4,0,0,0,0,0,1,1,25,0,0,6,0,0,0.0,73,0,0,1,0,0,4,0,1,23500.0,0,7,0
809,4146,3,0,1,32000.0,0,0,0,0,2017,2,2650,1,750,1,1,0,0,12,1,0,1,2,0,0,1,0,257,0,0,24,0,0,25000.0,71,1,0,1,0,0,1,0,1,57000.0,0,8,0
810,2523,2,0,4,29000.0,1,0,0,0,2015,4,3000,1,750,1,0,1,0,10,1,1,1,2,0,0,3,0,238,0,0,22,0,1,13500.0,60,0,0,1,0,0,1,0,0,42500.0,0,19,0
811,4154,1,0,0,12000.0,1,0,1,0,2014,2,3000,1,750,2,0,0,0,7,1,0,0,0,0,0,1,0,64,0,0,26,0,0,0.0,28,1,0,1,0,0,4,0,1,12000.0,0,14,0
812,2526,1,1,0,4500.0,0,1,0,1,2013,1,3000,0,750,2,0,0,0,6,1,0,1,0,0,1,0,0,46,1,0,28,0,0,0.0,25,0,0,0,0,0,4,0,0,4500.0,0,16,0
813,859,3,0,0,13000.0,0,0,0,0,2016,1,3000,0,750,0,0,0,0,12,1,0,1,1,0,0,0,0,95,1,1,31,0,0,0.0,52,1,0,1,1,0,1,0,0,13000.0,0,14,0
814,4160,3,0,0,18500.0,1,0,0,0,2017,2,2900,1,750,1,0,0,0,5,3,1,1,1,0,0,1,1,19,0,0,10,0,0,0.0,22,0,0,1,0,0,4,0,0,18500.0,1,5,0
815,4161,3,0,0,10000.0,1,0,1,0,2016,2,3000,1,750,0,0,0,0,10,1,0,0,0,0,0,0,0,174,0,0,1,0,0,0.0,57,1,0,1,0,0,1,0,1,10000.0,0,7,0
816,2540,1,0,0,13000.0,1,0,0,0,2018,2,3000,0,750,0,0,1,0,1,3,0,1,1,0,0,1,0,26,1,0,28,0,0,0.0,43,0,0,1,0,0,0,0,1,13000.0,0,14,0
817,881,4,0,0,13500.0,0,0,0,0,2020,3,3000,0,750,0,0,0,0,4,1,1,1,0,0,0,1,0,173,1,0,8,0,0,0.0,52,1,0,1,0,0,0,0,1,13500.0,0,7,1
818,4181,3,0,0,20000.0,1,0,0,0,2020,1,3000,1,750,0,0,0,0,1,1,0,1,0,0,0,0,0,176,0,0,15,0,0,0.0,71,1,0,1,0,0,1,0,1,20000.0,0,12,0
819,4197,3,0,0,14000.0,0,0,0,0,2018,2,3000,1,750,1,1,0,0,3,1,0,1,1,0,0,0,1,72,0,0,7,0,0,0.0,44,0,0,1,0,0,3,0,1,14000.0,0,17,0
820,4205,2,0,1,28000.0,0,0,0,1,2016,2,3000,0,750,2,0,0,0,1,1,1,1,2,1,0,0,1,101,1,0,18,0,0,20500.0,29,0,0,1,0,0,4,0,0,48500.0,0,7,1
821,2572,4,0,1,37000.0,1,0,0,0,2017,2,3000,1,750,0,0,0,0,3,1,0,0,2,0,0,1,0,93,0,0,11,0,0,15000.0,71,1,1,1,0,0,0,0,1,52000.0,0,12,0
822,2592,4,0,0,21500.0,1,0,0,0,2017,2,2700,1,750,1,0,1,0,11,1,0,1,1,0,0,0,0,59,0,0,23,0,0,0.0,37,0,0,1,0,0,5,0,1,21500.0,0,13,0
823,2594,3,0,3,15500.0,1,0,0,0,2012,3,3000,1,750,1,0,0,0,10,3,1,1,1,0,0,1,1,43,0,0,2,0,0,17500.0,25,0,0,1,0,0,2,0,0,33000.0,1,22,0
824,901,3,0,0,6000.0,1,0,0,1,2016,4,3000,1,750,1,0,1,0,2,1,1,1,0,1,0,4,0,95,0,0,5,0,0,0.0,31,0,0,1,0,0,1,0,0,6000.0,0,21,0
825,2608,3,0,0,19500.0,1,0,0,0,2015,2,3000,0,750,1,0,0,0,10,1,1,1,1,0,0,1,0,97,1,0,28,0,0,0.0,27,1,0,1,0,0,0,0,0,19500.0,1,9,0
826,2615,3,0,0,15000.0,1,0,1,0,2020,2,2700,1,750,0,0,0,0,12,4,0,0,0,0,0,2,0,16,0,0,16,0,0,0.0,42,1,0,1,0,0,0,0,1,15000.0,0,8,0
827,922,2,0,4,20500.0,1,0,0,0,2013,3,3000,1,750,2,0,0,0,8,2,1,1,2,0,0,2,0,54,0,0,19,0,0,15000.0,61,1,0,1,0,0,0,0,0,35500.0,1,18,0
828,925,1,1,0,7500.0,0,1,0,0,2012,1,3000,1,750,1,0,0,0,9,1,0,1,0,0,1,0,0,68,0,0,23,0,0,0.0,38,0,0,0,0,0,0,0,1,7500.0,0,20,0
829,4275,3,0,1,16000.0,1,0,0,0,2020,1,3000,0,750,0,0,0,0,4,1,0,1,1,0,0,0,0,242,1,0,7,0,0,9500.0,59,1,0,1,0,0,6,0,1,25500.0,0,23,0
830,2639,3,0,0,28500.0,1,0,0,0,2017,1,2950,0,750,1,0,1,0,11,4,0,0,2,0,0,0,0,16,1,0,20,0,1,0.0,27,0,1,1,0,0,2,0,0,28500.0,0,4,0
831,2641,4,0,0,12500.0,1,0,1,0,2018,2,3000,1,750,2,0,1,0,1,1,0,0,0,0,0,2,0,203,0,0,8,0,0,0.0,65,0,0,1,0,0,1,0,1,12500.0,0,18,0
832,4283,3,0,1,14000.0,0,1,0,0,2016,1,3000,0,750,1,0,0,1,11,1,0,1,1,0,1,0,0,155,1,0,14,0,0,17000.0,61,0,0,0,0,0,3,0,1,31000.0,0,12,0
833,2648,3,0,0,15500.0,1,0,0,0,2014,3,3000,1,750,3,0,0,0,2,1,1,1,1,0,0,2,1,66,0,0,11,0,0,0.0,29,0,0,1,0,0,0,0,0,15500.0,1,7,0
834,2650,1,0,0,11500.0,1,0,1,0,2013,2,3000,1,750,0,0,1,0,8,5,0,0,0,0,0,0,0,6,0,0,7,0,0,0.0,18,0,0,1,0,0,2,0,1,11500.0,0,10,0
835,4289,1,0,3,19000.0,1,0,0,0,2020,2,3000,0,750,1,0,1,0,12,1,0,1,1,0,0,1,0,112,1,0,25,0,0,14000.0,51,0,0,1,0,0,2,0,1,33000.0,0,14,0
836,961,3,0,0,18000.0,0,0,0,0,2019,3,3000,1,750,0,0,0,0,2,2,1,1,0,0,0,2,1,41,0,1,20,0,0,0.0,21,0,0,1,0,0,2,0,0,18000.0,0,12,1
837,4296,4,1,0,5500.0,0,1,0,0,2010,1,3000,0,750,0,0,0,0,5,2,0,1,0,0,1,0,0,56,1,0,23,0,0,0.0,41,0,0,0,0,0,3,0,1,5500.0,0,13,0
