fraud,customer_education,incident_type_breakin,num_injuries,vehicle_claim,driver_relationship_self,driver_relationship_na,authorities_contacted_none,policy_state_nv,auto_year,num_vehicles_involved,policy_annual_premium,customer_gender_male,policy_deductable,policy_liability,driver_relationship_other,collision_type_rear,incident_type_theft,incident_month,num_insurers_past_5_years,police_report_available,authorities_contacted_police,incident_severity,num_claims_past_year,collision_type_na,num_witnesses,collision_type_side,months_as_customer,customer_gender_female,policy_state_az,incident_day,policy_state_id,policy_state_or,injury_claim,customer_age,collision_type_front,authorities_contacted_fire,incident_type_collision,driver_relationship_child,incident_dow,authorities_contacted_ambulance,policy_state_ca,total_claim_amount,policy_state_wa,incident_hour,driver_relationship_spouse
0,2,0,0,19500.0,1,0,0,0,2020,2,2750,1,750,0,0,0,0,11,2,1,1,1,0,0,1,0,2,0,0,11,0,0,0.0,24,1,0,1,0,0,0,1,19500.0,0,13,0
0,1,0,0,8000.0,1,0,0,0,2013,2,3000,1,750,1,0,0,0,2,1,1,1,0,0,0,0,0,107,0,1,27,0,0,0.0,50,1,0,1,0,2,0,0,8000.0,0,4,0
0,1,0,0,8000.0,1,0,1,0,2017,2,3000,0,750,0,0,0,0,9,3,0,0,0,0,0,1,1,17,1,1,9,0,0,0.0,19,0,0,1,0,0,0,0,8000.0,0,14,0
0,4,0,3,30000.0,1,0,0,0,2014,3,3000,1,750,0,0,1,0,4,1,1,1,2,1,0,1,0,75,0,0,12,0,0,30000.0,35,0,0,1,0,4,0,1,60000.0,0,6,0
0,1,0,4,29500.0,0,0,0,0,2019,3,2700,0,750,1,1,0,0,12,3,1,1,2,0,0,0,0,20,1,0,6,0,0,41000.0,49,1,0,1,0,4,0,1,70500.0,0,11,0
0,3,0,1,38000.0,1,0,0,0,2017,3,3000,0,750,3,0,1,0,1,1,1,1,2,0,0,1,0,105,1,0,10,0,0,6000.0,69,0,0,1,0,3,0,1,44000.0,0,16,0
0,3,0,0,2000.0,1,0,1,0,2007,1,3000,1,750,0,0,0,0,10,2,0,0,0,1,0,0,0,16,0,0,6,0,0,0.0,21,1,0,1,0,6,0,1,2000.0,0,15,0
0,2,0,2,21500.0,1,0,0,0,2020,2,3000,0,750,0,0,0,0,2,1,0,1,1,0,0,0,1,133,1,1,14,0,0,27500.0,53,0,0,1,0,3,0,0,49000.0,0,21,0
0,2,0,0,33000.0,1,0,0,0,2017,2,2650,0,750,0,0,1,0,10,1,0,1,2,0,0,0,0,290,1,0,16,0,0,0.0,61,0,0,1,0,2,0,1,33000.0,0,8,0
0,2,0,0,30000.0,1,0,0,0,2015,3,3000,0,750,2,0,1,0,6,2,1,1,2,0,0,0,0,54,1,0,14,0,0,0.0,52,0,0,1,0,4,0,1,30000.0,0,6,0
0,3,0,1,17500.0,0,1,0,0,2012,1,3000,1,750,2,0,0,1,12,1,0,1,1,1,1,0,0,49,0,0,24,0,1,30000.0,29,0,0,0,0,1,0,0,47500.0,0,16,0
0,3,0,0,17000.0,0,0,0,0,2017,2,3000,0,750,1,0,1,0,9,1,0,1,1,0,0,0,0,62,1,1,4,0,0,0.0,30,0,0,1,0,2,0,0,17000.0,0,14,1
0,4,0,2,17500.0,1,0,0,0,2013,2,3000,1,750,2,0,0,0,7,1,0,1,1,0,0,1,0,195,0,0,21,0,0,23500.0,48,1,0,1,0,6,0,0,41000.0,1,7,0
1,1,0,0,10500.0,1,0,0,0,2008,2,3000,0,750,0,0,0,0,11,1,0,1,1,1,0,1,1,63,1,0,4,0,0,0.0,46,0,0,1,0,0,0,1,10500.0,0,4,0
0,4,0,0,12500.0,1,0,1,0,2018,2,3000,1,750,2,0,1,0,1,1,0,0,0,0,0,2,0,203,0,0,8,0,0,0.0,65,0,0,1,0,1,0,1,12500.0,0,18,0
0,3,0,0,22000.0,1,0,0,0,2017,3,3000,1,750,1,0,0,0,3,2,1,1,1,0,0,0,0,35,0,0,27,0,0,0.0,23,1,0,1,0,2,0,1,22000.0,0,5,0
0,4,0,0,11500.0,1,0,0,0,2019,3,3000,1,750,0,0,0,0,1,1,1,1,0,0,0,2,0,110,0,1,2,0,0,0.0,56,1,0,1,0,2,0,0,11500.0,0,17,0
0,1,0,0,11000.0,1,0,0,0,2015,3,2950,0,750,2,0,0,0,1,4,1,1,1,0,0,2,1,13,1,0,23,0,0,0.0,45,0,0,1,0,2,0,1,11000.0,0,7,0
0,3,0,1,29000.0,1,0,0,0,2020,3,3000,0,750,2,0,1,0,12,1,1,1,2,0,0,1,0,81,1,0,1,0,0,30000.0,63,0,0,1,0,6,0,0,59000.0,1,20,0
0,3,0,0,14500.0,1,0,0,0,2018,3,3000,1,750,1,0,0,0,1,1,1,1,0,0,0,4,0,48,0,0,16,0,0,0.0,28,1,0,1,0,2,0,0,14500.0,1,16,0
0,0,0,0,21000.0,0,0,0,0,2013,3,3000,0,750,2,0,1,0,1,1,1,1,0,0,0,1,0,172,1,0,15,0,1,0.0,66,0,0,1,0,1,0,0,21000.0,0,10,1
0,4,1,0,7500.0,0,1,0,0,2011,1,3000,1,750,0,0,0,0,3,1,0,1,0,0,1,0,0,152,0,1,21,0,0,0.0,57,0,0,0,0,3,0,0,7500.0,0,15,0
0,1,0,0,1500.0,1,0,1,0,2007,2,2650,0,750,1,0,0,0,12,1,0,0,0,0,0,0,0,146,1,0,5,0,0,0.0,54,1,0,1,0,3,0,1,1500.0,0,6,0
0,3,0,4,34000.0,1,0,0,0,2018,3,3000,1,750,3,0,0,0,2,1,1,1,2,1,0,2,0,124,0,0,21,0,0,13000.0,49,1,0,1,0,3,0,1,47000.0,0,12,0
0,3,0,0,6000.0,0,0,1,1,2015,2,3000,0,750,1,0,0,0,8,1,0,0,0,0,0,0,0,94,1,0,23,0,0,0.0,65,1,0,1,0,4,0,0,6000.0,0,10,1
0,1,0,0,2000.0,1,0,1,0,2005,2,3000,1,750,2,0,0,0,5,1,0,0,0,0,0,0,0,19,0,0,30,1,0,0.0,43,1,0,1,0,3,0,0,2000.0,0,6,0
0,4,0,0,11500.0,1,0,1,0,2017,2,3000,1,750,0,0,1,0,1,1,0,0,0,0,0,0,0,165,0,0,17,0,0,0.0,55,0,0,1,0,3,0,1,11500.0,0,16,0
0,3,0,0,8000.0,1,0,0,0,2016,2,3000,1,750,0,0,0,0,3,1,0,1,0,0,0,0,1,163,0,0,20,0,0,0.0,54,0,0,1,0,2,0,1,8000.0,0,4,0
0,1,0,1,31000.0,1,0,0,0,2016,3,2600,0,750,1,0,1,0,7,1,1,1,2,0,0,1,0,97,1,0,20,0,0,8500.0,33,0,0,1,0,5,0,0,39500.0,1,17,0
0,1,0,0,15000.0,1,0,1,0,2018,2,3000,1,750,1,0,1,0,7,1,0,0,0,0,0,0,0,40,0,0,17,0,1,0.0,21,0,0,1,0,2,0,0,15000.0,0,10,0
0,3,0,1,20500.0,1,0,0,0,2016,3,3000,1,750,1,0,0,0,3,1,1,1,2,0,0,2,1,67,0,0,14,0,0,25000.0,41,0,0,1,0,3,0,1,45500.0,0,18,0
0,1,1,0,12000.0,0,1,0,0,2016,1,3000,1,750,2,0,0,0,12,1,0,1,0,1,1,0,0,3,0,0,14,0,0,0.0,22,0,0,0,0,5,0,1,12000.0,0,10,0
0,0,0,0,43500.0,1,0,0,0,2020,1,3000,1,750,1,0,0,0,10,1,0,0,2,0,0,0,0,125,0,0,6,0,0,0.0,39,1,0,1,0,6,1,0,43500.0,1,19,0
0,3,0,0,16000.0,1,0,0,0,2020,2,3000,1,750,0,0,0,0,1,1,0,0,1,0,0,1,0,259,0,1,4,0,0,0.0,40,1,0,1,0,4,1,0,16000.0,0,6,0
0,1,0,0,16000.0,1,0,1,0,2020,2,3000,1,750,1,0,0,0,10,3,0,0,0,0,0,2,1,1,0,1,25,0,0,0.0,18,0,0,1,0,4,0,0,16000.0,0,13,0
0,3,0,0,13000.0,1,0,0,0,2014,2,3000,1,750,1,0,0,0,1,1,1,1,1,0,0,0,0,100,0,0,17,0,0,0.0,59,1,0,1,0,3,0,0,13000.0,1,16,0
0,0,0,1,16500.0,1,0,0,0,2008,2,2650,1,750,1,0,0,0,6,1,0,1,2,0,0,0,1,189,0,0,17,0,1,9500.0,47,0,0,1,0,0,0,0,26000.0,0,10,0
0,1,1,0,5000.0,0,1,0,0,2009,1,2850,0,750,1,0,0,0,1,1,0,1,0,0,1,1,0,225,1,0,21,0,0,0.0,69,0,0,0,0,0,0,1,5000.0,0,20,0
0,1,0,0,14500.0,1,0,1,0,2019,2,3000,0,750,0,0,0,0,9,1,0,0,0,0,0,0,0,49,1,0,13,0,0,0.0,35,1,0,1,0,4,0,1,14500.0,0,17,0
0,4,0,0,15000.0,1,0,0,0,2018,2,3000,1,750,0,0,0,0,1,2,0,0,1,1,0,1,1,50,0,0,29,0,0,0.0,35,0,0,1,0,1,1,1,15000.0,0,12,0
0,3,0,0,10000.0,0,0,0,0,2017,2,3000,0,750,1,0,1,0,6,1,0,1,1,0,0,2,0,105,1,0,17,0,0,0.0,42,0,0,1,1,0,0,1,10000.0,0,11,0
0,1,0,0,15500.0,1,0,0,0,2019,3,3000,1,750,1,0,0,0,11,1,1,1,1,0,0,1,0,142,0,0,2,0,0,0.0,48,1,0,1,0,5,0,1,15500.0,0,17,0
0,1,0,1,21500.0,1,0,0,0,2019,2,3000,0,750,1,0,0,0,11,1,0,1,1,0,0,1,0,158,1,0,20,0,0,25000.0,52,1,0,1,0,2,0,1,46500.0,0,12,0
0,3,0,0,3000.0,1,0,1,0,2012,1,3000,1,750,1,0,1,0,4,1,0,0,0,0,0,0,0,128,0,1,3,0,0,0.0,47,0,0,1,0,2,0,0,3000.0,0,4,0
0,2,0,0,13000.0,1,0,1,0,2019,2,3000,1,750,0,0,0,0,8,1,0,0,0,0,0,1,0,99,0,1,4,0,0,0.0,45,1,0,1,0,6,0,0,13000.0,0,16,0
0,4,0,1,17500.0,0,1,0,0,2014,1,3000,1,750,1,0,0,1,7,1,0,1,1,0,1,0,0,69,0,0,29,0,0,22000.0,56,0,0,0,0,0,0,0,39500.0,1,13,0
0,1,0,0,19000.0,1,0,1,0,2020,2,3000,1,750,0,0,0,0,5,3,0,0,0,0,0,0,1,5,0,0,15,0,0,0.0,47,0,0,1,0,2,0,1,19000.0,0,16,0
0,2,0,0,16500.0,0,0,1,0,2016,1,3000,0,750,0,0,1,0,9,4,0,0,0,0,0,0,0,30,1,0,10,0,0,0.0,22,0,0,1,0,1,0,1,16500.0,0,11,1
0,1,0,2,20500.0,1,0,0,1,2015,2,3000,1,750,1,0,0,0,12,1,0,1,1,0,0,0,0,95,0,0,17,0,0,1500.0,61,1,0,1,0,1,0,0,22000.0,0,11,0
0,3,0,0,21000.0,1,0,0,0,2018,2,3000,1,750,0,0,0,0,9,1,0,1,1,0,0,0,0,103,0,1,27,0,0,0.0,39,1,0,1,0,4,0,0,21000.0,0,6,0
0,2,1,0,23000.0,0,1,0,0,2019,1,3000,1,750,0,0,0,0,11,1,0,1,1,0,1,0,0,39,0,0,4,0,0,0.0,31,0,0,0,0,0,0,1,23000.0,0,13,0
0,1,0,3,36000.0,1,0,0,0,2018,3,2850,1,750,0,0,1,0,12,1,1,1,2,0,0,4,0,104,0,1,4,0,0,10500.0,51,0,0,1,0,2,0,0,46500.0,0,11,0
0,3,0,3,19500.0,0,0,0,0,2018,3,2650,1,750,3,1,0,0,10,1,1,1,1,0,0,1,0,125,0,0,4,0,0,13000.0,51,1,0,1,0,4,0,1,32500.0,0,5,0
0,2,0,1,38500.0,1,0,0,0,2017,3,3000,1,750,3,0,0,0,2,4,1,1,2,2,0,3,0,21,0,0,5,0,0,39000.0,22,1,0,1,0,1,0,0,77500.0,1,16,0
0,2,0,0,31000.0,1,0,0,0,2015,3,3000,1,750,1,0,1,0,10,1,1,1,2,2,0,3,0,145,0,0,4,0,0,0.0,39,0,0,1,0,4,0,1,31000.0,0,14,0
0,4,0,0,14500.0,1,0,0,0,2018,3,3000,1,750,0,0,0,0,12,1,1,1,0,1,0,4,0,163,0,0,4,0,0,0.0,54,1,0,1,0,2,0,1,14500.0,0,22,0
0,1,0,0,18000.0,1,0,1,0,2017,2,3000,1,750,0,0,1,0,11,1,0,0,0,0,0,2,0,68,0,0,5,0,0,0.0,33,0,0,1,0,1,0,1,18000.0,0,19,0
0,3,0,0,17000.0,0,0,0,0,2016,2,3000,0,750,2,0,1,0,6,1,0,1,0,0,0,0,0,88,1,1,2,0,0,0.0,35,0,0,1,0,6,0,0,17000.0,0,11,1
0,3,1,0,3500.0,0,1,0,0,2012,1,3000,0,750,0,0,0,0,10,1,0,1,0,0,1,0,0,132,1,0,3,0,0,0.0,43,0,0,0,0,3,0,1,3500.0,0,20,0
0,3,0,3,26000.0,1,0,0,0,2016,3,3000,1,750,0,0,0,0,10,1,1,1,2,0,0,3,1,99,0,0,11,0,0,15000.0,36,0,0,1,0,4,0,1,41000.0,0,16,0
0,1,0,0,7500.0,1,0,0,0,2009,1,3000,0,750,2,0,0,0,1,1,0,1,1,1,0,0,1,88,1,0,1,0,0,0.0,42,0,0,1,0,1,0,0,7500.0,1,9,0
0,2,0,0,29500.0,1,0,0,0,2015,3,2750,1,750,0,0,0,0,11,1,1,1,2,0,0,0,0,65,0,1,10,0,0,0.0,48,1,0,1,0,6,0,0,29500.0,0,4,0
0,3,0,0,36000.0,1,0,0,0,2017,3,2800,0,750,1,0,0,0,9,4,1,1,2,0,0,3,0,22,1,0,25,0,0,0.0,35,1,0,1,0,2,0,0,36000.0,1,18,0
0,1,1,0,15000.0,0,1,0,0,2019,1,2700,0,750,2,0,0,0,4,1,0,1,0,0,1,0,0,116,1,0,9,0,0,0.0,48,0,0,0,0,1,0,1,15000.0,0,12,0
0,3,0,0,13500.0,1,0,0,0,2015,3,3000,1,750,0,0,0,0,1,1,1,1,1,0,0,0,0,136,0,0,24,0,0,0.0,63,1,0,1,0,3,0,1,13500.0,0,12,0
0,2,0,0,17000.0,1,0,0,0,2019,2,3000,0,750,0,0,0,0,1,1,0,1,1,1,0,0,1,226,1,0,7,0,0,0.0,69,0,0,1,0,0,0,1,17000.0,0,15,0
0,1,0,1,9500.0,1,0,0,0,2017,2,3000,0,750,3,0,0,0,11,2,1,1,1,0,0,0,0,49,1,0,29,0,0,15000.0,38,1,0,1,0,4,0,1,24500.0,0,4,0
0,2,0,1,30000.0,1,0,0,0,2017,2,3000,1,750,1,0,0,0,7,1,0,1,2,0,0,0,0,75,0,0,26,0,0,23500.0,53,1,0,1,0,4,0,1,53500.0,0,21,0
0,4,0,0,22000.0,1,0,1,0,2018,2,3000,1,750,1,0,0,0,2,1,0,0,0,0,0,1,1,126,0,1,28,0,0,0.0,40,0,0,1,0,3,0,0,22000.0,0,11,0
0,2,1,0,12000.0,0,1,1,0,2017,1,3000,0,750,0,0,0,0,1,1,0,0,0,0,1,0,0,67,1,0,27,0,0,0.0,37,0,0,0,0,6,0,1,12000.0,0,15,0
0,1,0,0,18000.0,1,0,1,0,2016,2,3000,0,750,0,0,1,0,6,1,0,0,0,0,0,0,0,88,1,0,26,0,0,0.0,38,0,0,1,0,2,0,1,18000.0,0,11,0
0,3,0,0,21000.0,0,0,0,0,2017,3,2500,1,750,3,0,1,0,12,1,1,1,1,0,0,1,0,84,0,1,20,0,0,0.0,62,0,0,1,0,4,0,0,21000.0,0,13,1
0,1,0,0,7500.0,1,0,1,0,2016,1,2600,1,750,1,0,0,0,9,1,0,0,0,0,0,0,1,197,0,0,29,0,0,0.0,55,0,0,1,0,6,0,1,7500.0,0,14,0
0,3,0,0,21500.0,1,0,0,0,2019,2,3000,1,750,3,0,1,0,6,1,0,1,1,0,0,0,0,139,0,0,10,0,0,0.0,62,0,0,1,0,0,0,1,21500.0,0,20,0
0,3,0,0,21500.0,0,0,0,0,2014,2,3000,1,750,2,0,0,0,3,1,0,0,2,0,0,1,0,50,0,0,26,0,1,0.0,25,1,0,1,1,1,1,0,21500.0,0,21,0
0,4,0,0,11000.0,0,1,0,0,2016,1,3000,1,750,0,0,0,1,2,1,0,1,1,0,1,0,0,83,0,0,19,0,0,0.0,27,0,0,0,0,1,0,1,11000.0,0,5,0
0,1,0,0,21000.0,1,0,1,0,2018,1,3000,1,750,1,0,0,0,1,2,0,0,0,0,0,0,0,56,0,0,24,0,0,0.0,39,1,0,1,0,3,0,1,21000.0,0,3,0
0,3,0,0,11000.0,0,0,1,0,2018,2,2800,1,750,1,0,1,0,9,1,0,0,0,0,0,0,0,155,0,1,10,0,0,0.0,46,0,0,1,1,1,0,0,11000.0,0,10,0
0,3,0,0,11500.0,1,0,1,1,2017,1,3000,1,750,2,0,0,0,9,1,0,0,0,0,0,0,1,96,0,0,16,0,0,0.0,29,0,0,1,0,0,0,0,11500.0,0,12,0
0,1,0,4,19000.0,1,0,0,0,2010,3,3000,1,750,0,0,0,0,6,1,1,1,2,0,0,2,0,124,0,0,20,0,0,30000.0,41,1,0,1,0,3,0,1,49000.0,0,11,0
0,3,1,0,10500.0,0,1,1,0,2014,1,3000,1,750,1,0,0,0,12,1,0,0,0,0,1,0,0,141,0,0,16,0,0,0.0,48,0,0,0,0,0,0,1,10500.0,0,8,0
0,3,0,0,5500.0,1,0,0,0,2012,3,3000,1,750,0,0,0,0,2,1,1,1,0,0,0,0,0,176,0,0,17,0,0,0.0,47,1,0,1,0,6,0,1,5500.0,0,6,0
0,1,0,0,16500.0,1,0,0,0,2010,1,2700,1,750,1,0,0,0,12,4,0,1,1,0,0,0,0,2,0,0,8,1,0,0.0,18,1,0,1,0,6,0,0,16500.0,0,17,0
0,4,0,4,40500.0,1,0,0,0,2020,3,2900,1,750,2,0,0,0,1,1,1,1,2,0,0,2,0,119,0,0,4,1,0,28500.0,38,1,0,1,0,4,0,0,69000.0,0,6,0
0,3,0,0,14500.0,1,0,0,0,2015,3,3000,1,750,0,0,0,0,6,5,1,1,1,0,0,1,0,6,0,0,15,0,0,0.0,23,1,0,1,0,5,0,1,14500.0,0,14,0
0,3,0,0,14500.0,1,0,0,0,2017,4,3000,1,750,1,0,0,0,2,1,1,1,0,0,0,2,0,111,0,0,25,0,0,0.0,62,1,0,1,0,0,0,1,14500.0,0,14,0
0,4,0,4,44500.0,1,0,0,0,2019,3,3000,1,750,2,0,0,0,10,1,1,1,2,0,0,0,0,72,0,0,8,0,0,3000.0,55,1,0,1,0,1,0,1,47500.0,0,13,0
0,1,0,0,14000.0,1,0,1,0,2014,2,3000,0,750,0,0,0,0,12,1,0,0,0,0,0,1,1,486,1,0,6,0,0,0.0,61,0,0,1,0,4,0,1,14000.0,0,4,0
0,1,0,0,12000.0,0,0,1,0,2017,2,2650,0,750,1,0,0,0,6,1,0,0,0,0,0,2,1,105,1,0,25,0,0,0.0,34,0,0,1,1,1,0,1,12000.0,0,11,0
0,3,0,0,10000.0,1,0,1,0,2013,1,3000,0,750,1,0,0,0,1,1,0,0,0,0,0,0,1,196,1,0,23,0,1,0.0,48,0,0,1,0,2,0,0,10000.0,0,7,0
0,3,0,0,8500.0,1,0,1,0,2015,1,2600,0,750,0,0,0,0,2,1,0,0,0,0,0,0,0,131,1,0,1,0,0,0.0,50,1,0,1,0,4,0,1,8500.0,0,7,0
0,4,0,0,17500.0,1,0,1,0,2017,1,3000,1,750,2,0,0,0,1,1,0,0,0,0,0,0,0,51,0,0,21,0,0,0.0,24,1,0,1,0,0,0,1,17500.0,0,18,0
0,1,0,2,15000.0,1,0,0,0,2014,5,3000,1,750,0,0,1,0,9,1,1,1,1,0,0,2,0,128,0,1,30,0,0,18000.0,44,0,0,1,0,0,0,0,33000.0,0,15,0
0,3,0,3,44500.0,1,0,0,0,2020,3,3000,0,750,0,0,0,0,10,1,1,1,2,0,0,2,0,237,1,0,27,0,0,28500.0,70,1,0,1,0,6,0,1,73000.0,0,18,0
0,1,0,0,14500.0,1,0,0,0,2017,3,3000,0,750,1,0,1,0,5,5,1,1,0,0,0,2,0,17,1,0,24,0,0,0.0,34,0,0,1,0,4,0,1,14500.0,0,18,0
0,4,0,0,10500.0,1,0,0,0,2010,2,3000,1,750,0,0,0,0,11,2,1,1,1,0,0,1,0,54,0,0,3,0,0,0.0,64,1,0,1,0,6,0,1,10500.0,0,16,0
0,3,0,0,18000.0,1,0,0,0,2017,2,3000,1,750,1,0,0,0,11,1,1,1,1,0,0,0,0,140,0,0,4,0,0,0.0,57,1,0,1,0,0,0,1,18000.0,0,5,0
0,3,0,0,33000.0,1,0,0,0,2020,3,3000,0,750,3,0,0,0,1,1,1,1,2,0,0,4,0,100,1,0,17,1,0,0.0,42,1,0,1,0,3,0,0,33000.0,0,17,0
0,4,0,1,36500.0,0,0,0,0,2017,3,3000,1,750,2,0,0,0,12,1,1,1,2,0,0,0,0,218,0,0,27,0,0,30000.0,50,1,0,1,1,4,0,1,66500.0,0,17,0
0,1,0,0,12000.0,1,0,0,0,2015,2,3000,1,750,0,0,0,0,2,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0.0,18,1,0,1,0,4,0,1,12000.0,0,7,0
0,3,0,0,11000.0,1,0,1,0,2020,1,3000,1,750,2,0,0,0,10,1,0,0,0,0,0,0,0,67,0,0,2,1,0,0.0,46,1,0,1,0,2,0,0,11000.0,0,7,0
0,1,0,2,14000.0,1,0,0,0,2015,4,2700,1,750,2,0,1,0,11,1,1,1,1,0,0,2,0,89,0,0,20,0,0,9500.0,49,0,0,1,0,2,0,0,23500.0,1,1,0
0,3,0,0,16000.0,0,1,0,0,2018,1,3000,1,750,2,0,0,1,3,1,0,1,1,0,1,0,0,63,0,0,13,0,0,0.0,33,0,0,0,0,2,0,1,16000.0,0,17,0
0,1,0,0,13000.0,1,0,1,0,2018,1,2950,0,750,0,0,0,0,10,3,0,0,0,0,0,0,0,37,1,0,5,0,0,0.0,40,1,0,1,0,5,0,1,13000.0,0,18,0
0,1,0,0,15500.0,1,0,0,0,2017,2,3000,1,750,3,0,1,0,11,1,0,1,1,0,0,0,0,67,0,0,23,0,0,0.0,36,0,0,1,0,5,0,1,15500.0,0,5,0
0,4,0,0,9000.0,0,0,1,0,2015,1,3000,0,750,0,0,0,0,6,1,0,0,0,0,0,0,0,95,1,0,4,0,0,0.0,59,1,0,1,0,1,0,1,9000.0,0,11,1
0,4,1,0,9000.0,0,1,1,0,2020,1,3000,0,750,0,0,0,0,7,1,0,0,0,2,1,1,0,272,1,0,5,0,0,0.0,66,0,0,0,0,4,0,1,9000.0,0,9,0
0,3,0,0,9000.0,0,0,1,0,2020,2,3000,1,750,1,1,0,0,11,2,0,0,0,0,0,0,0,36,0,0,20,0,0,0.0,48,1,0,1,0,2,0,1,9000.0,0,15,0
0,1,0,0,13500.0,1,0,1,0,2015,1,3000,1,750,0,0,0,0,1,1,0,0,0,0,0,0,0,87,0,1,19,0,0,0.0,46,1,0,1,0,5,0,0,13500.0,0,16,0
0,3,0,0,12500.0,1,0,0,0,2017,2,2700,1,750,2,0,1,0,7,1,0,1,1,0,0,0,0,111,0,0,24,0,0,0.0,56,0,0,1,0,2,0,1,12500.0,0,12,0
0,3,0,1,24000.0,1,0,0,0,2012,3,3000,1,750,1,0,0,0,12,1,1,1,2,0,0,2,0,66,0,0,22,0,0,19000.0,69,1,0,1,0,6,0,1,43000.0,0,9,0
0,2,1,0,11500.0,0,1,0,0,2016,1,2900,1,750,0,0,0,0,1,3,0,1,0,0,1,0,0,16,0,0,1,0,0,0.0,25,0,0,0,0,1,0,1,11500.0,0,3,0
0,1,0,1,5500.0,1,0,1,0,2019,2,3000,0,750,2,0,0,0,7,1,0,0,0,0,0,2,1,63,1,0,5,0,0,3000.0,31,0,0,1,0,4,0,1,8500.0,0,15,0
0,4,0,0,23500.0,1,0,0,0,2018,2,2750,1,750,0,0,0,0,2,1,1,1,1,0,0,1,1,92,0,1,5,0,0,0.0,39,0,0,1,0,1,0,0,23500.0,0,19,0
0,4,0,0,11500.0,1,0,1,0,2016,2,3000,1,750,2,0,0,0,10,1,0,0,0,0,0,0,0,71,0,0,8,0,1,0.0,35,1,0,1,0,1,0,0,11500.0,0,13,0
0,2,0,4,46500.0,1,0,0,0,2020,4,2700,1,750,1,0,0,0,10,1,1,1,2,0,0,0,0,93,0,0,1,0,0,44000.0,57,1,0,1,0,1,0,0,90500.0,1,10,0
0,1,0,0,19500.0,0,0,0,0,2016,2,3000,1,750,0,0,0,0,12,1,0,1,1,0,0,0,0,134,0,0,16,0,0,0.0,64,1,0,1,0,0,0,1,19500.0,0,7,1
0,4,0,0,16000.0,1,0,0,0,2015,2,2550,1,750,3,0,0,0,9,1,0,0,1,0,0,0,1,191,0,0,24,0,0,0.0,71,0,0,1,0,1,1,1,16000.0,0,16,0
0,4,0,0,11000.0,1,0,0,0,2014,2,2550,1,750,1,0,0,0,1,1,1,1,0,0,0,3,1,219,0,0,16,0,0,0.0,46,0,0,1,0,2,0,1,11000.0,0,6,0
0,1,0,1,33000.0,1,0,0,0,2017,3,3000,1,750,3,0,0,0,5,1,1,1,2,0,0,0,1,12,0,0,17,0,0,4500.0,31,0,0,1,0,4,0,0,37500.0,1,5,0
0,1,1,0,9500.0,0,1,0,0,2014,1,3000,1,750,1,0,0,0,12,1,0,1,0,0,1,0,0,71,0,0,13,0,1,0.0,62,0,0,0,0,4,0,0,9500.0,0,20,0
0,3,0,1,36500.0,1,0,0,0,2017,3,3000,1,750,1,0,1,0,8,1,1,1,2,0,0,1,0,179,0,0,28,0,0,6000.0,73,0,0,1,0,2,0,1,42500.0,0,11,0
0,4,0,0,8500.0,1,0,0,0,2020,2,3000,1,750,1,0,1,0,7,1,0,1,0,0,0,2,0,180,0,0,3,0,0,0.0,63,0,0,1,0,2,0,0,8500.0,1,23,0
0,2,0,0,11000.0,1,0,1,0,2016,2,3000,1,750,2,0,0,0,10,1,0,0,0,0,0,0,0,200,0,0,16,0,1,0.0,55,1,0,1,0,2,0,0,11000.0,0,8,0
0,2,0,0,43000.0,1,0,0,1,2020,3,2850,0,750,1,0,0,0,10,1,1,1,2,0,0,1,1,112,1,0,29,0,0,0.0,43,0,0,1,0,1,0,0,43000.0,0,12,0
0,4,0,0,20000.0,1,0,0,0,2019,2,2700,1,750,1,0,1,0,10,1,0,1,1,0,0,0,0,328,0,0,29,0,0,0.0,68,0,0,1,0,1,0,0,20000.0,1,15,0
0,3,0,0,17000.0,1,0,0,1,2018,2,3000,0,750,2,0,1,0,2,1,1,1,1,0,0,1,0,127,1,0,25,0,0,0.0,63,0,0,1,0,0,0,0,17000.0,0,16,0
0,3,1,0,10500.0,0,1,0,0,2014,1,2450,0,750,0,0,0,0,1,1,0,1,0,0,1,0,0,106,1,0,1,0,0,0.0,63,0,0,0,0,1,0,1,10500.0,0,13,0
0,3,0,1,16000.0,1,0,0,0,2013,2,2900,1,750,2,0,1,0,3,2,0,1,1,0,0,0,0,22,0,0,30,0,0,8500.0,38,0,0,1,0,5,0,1,24500.0,0,15,0
0,1,0,1,5000.0,1,0,1,0,2018,2,3000,0,750,1,0,0,0,7,4,0,0,0,0,0,1,0,25,1,0,1,0,0,13000.0,37,1,0,1,0,0,0,0,18000.0,1,12,0
0,3,0,0,11500.0,1,0,1,0,2013,2,3000,1,750,3,0,0,0,10,1,0,0,0,0,0,0,1,105,0,0,29,0,0,0.0,71,0,0,1,0,1,0,0,11500.0,1,8,0
0,4,0,0,15000.0,0,1,0,0,2016,1,3000,1,750,0,0,0,1,10,1,0,1,1,0,1,0,0,211,0,0,4,0,0,0.0,58,0,0,0,0,4,0,1,15000.0,0,21,0
0,3,0,1,36500.0,1,0,0,0,2017,3,2750,1,750,1,0,0,0,10,1,1,1,2,0,0,1,0,136,0,0,23,1,0,13000.0,48,1,0,1,0,2,0,0,49500.0,0,9,0
